question,answer,enhanced_prompt,enhanced_completion,chart_type,difficulty,id,notes,original_image,source,split,task_type,verified
Was Email's traffic share greater than Paid's?,Yes,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Website Traffic Sources', determine whether the traffic share for 'Email' is greater than the traffic share for 'Paid'.

- Email traffic share: 35.0%
- Paid traffic share: 16.0%

Answer with 'Yes' if Email's share is greater, or 'No' if it is not.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in digital marketing metrics. You are experienced in interpreting visual data representations and comparing performance KPIs to provide actionable business insights. Your sensibility is precise and analytical, ensuring accurate quantitative comparisons from charts. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Yes,pie,medium,syn_pie_0138__q3,"annotated pie; procedural gen (seed=46, idx=38)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0138.png,synthetic,train,compare_categories,true
Which industry had the largest negative productivity change in 2024?,Amusement parks and arcades,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled '1-year percent change in productivity, 2024', identify the industry that experienced the largest negative productivity change. Examine the bars extending to the left of the 0.0% vertical axis to determine which industry has the longest bar in the negative direction, and state its name.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in economic reporting. You have a keen eye for interpreting complex charts and visualizations to extract specific data points. Your expertise allows you to accurately identify trends and outliers in industry productivity metrics. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Travel arrangement and reservation services,bar,medium,hs_0004__q2,hardset; BLS; charts30.png,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/hs_0004.png,hardset,train,max_min,true
"From Jan to Feb, did users increase or decrease?",Decreased,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled 'Monthly Active Users — H1 2024', determine whether the number of active users increased or decreased from January to February. Use the data points labeled on the graph to support your answer.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Data Analyst with expertise in business intelligence. You possess a keen eye for interpreting trend lines and quantitative data from charts. You are ideally placed to answer because you can accurately extract and compare specific data points to determine growth or decline. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Decreased,line,easy,syn_line_0174__q3,"annotated line; procedural gen (seed=43, idx=74, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0174.png,synthetic,train,trend_direction,true
Email's share of total traffic?,23.7%,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Traffic by Source', what is the percentage share of total traffic attributed to Email?
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in digital marketing. You have extensive experience interpreting traffic source charts and KPIs to optimize acquisition strategies. Your sensibility is detail-oriented and precise, making you ideal for extracting accurate percentages from visual data representations. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",23.7%,pie,easy,syn_pie_0183__q1,"annotated pie; procedural gen (seed=46, idx=83)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0183.png,synthetic,train,lookup_value,true
By what percent did signups change from W4 to W6?,-42.9%,"Provide your response to the following prompt:

<prompt>
Using the provided line chart titled 'Weekly Signups — Q2', calculate the percentage change in signups from Week 4 (W4) to Week 6 (W6). Show your work by identifying the signup values for W4 and W6, then apply the percentage change formula: ((New Value - Old Value) / Old Value) × 100%. Report the final percentage with appropriate sign (+ or -) to indicate increase or decrease.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Data Analyst with a background in business intelligence. You specialize in interpreting visual trends and performing quantitative calculations to derive actionable insights. You are ideally placed to answer this because you can accurately extract data points from the chart and apply the percentage change formula. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",-42.9%,line,medium,syn_line_0143__q4,"annotated line; procedural gen (seed=43, idx=43, trend=down)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0143.png,synthetic,train,percent_change_ratio,true
Revenue in Feb?,$6600,"Provide your response to the following prompt:

<prompt>
Based on the provided line chart titled 'Monthly Revenue — H2 2024', identify the revenue value specifically for the month of February.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst experienced in interpreting business performance charts. You have a keen eye for detail and can accurately extract specific data points from visual representations to provide precise financial answers. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",$6600,line,easy,syn_line_0176__q1,"annotated line; procedural gen (seed=43, idx=76, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0176.png,synthetic,train,lookup_value,true
How much Premium revenue did Government contribute?,$700,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled 'Revenue by Segment: Product Tier Breakdown', determine the specific revenue amount generated by the 'Premium' product tier within the 'Government' segment.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst experienced in interpreting financial dashboards and stacked bar charts. You possess a keen eye for extracting precise data points from visual representations to provide accurate business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",$700,stacked_bar,medium,syn_stacked_0127__q1,"annotated stacked bars; procedural gen (seed=45, idx=27)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0127.png,synthetic,train,lookup_value,true
Was Organic's traffic share greater than Referral's?,Yes,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Traffic by Source', determine whether the traffic share for 'Organic' is greater than the traffic share for 'Referral'.

1. Identify the percentage value associated with the 'Organic' slice.
2. Identify the percentage value associated with the 'Referral' slice.
3. Compare the two values and answer the question: Was Organic's traffic share greater than Referral's?
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in digital marketing. You have extensive experience interpreting traffic source reports and pie charts to derive actionable business insights. Your sensibility is precise and detail-oriented, making you ideal for comparing quantitative data points within a visualization. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Yes,pie,medium,syn_pie_0183__q3,"annotated pie; procedural gen (seed=46, idx=83)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0183.png,synthetic,train,compare_categories,true
How much total revenue did EMEA generate?,$6400,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled 'Revenue by Region: Product Breakdown', calculate the total revenue generated by the EMEA region. To do this, identify the bar labeled 'EMEA' and sum the values of its three segments: Basic, Pro, and Premium.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data storytelling and financial reporting. You are skilled at interpreting stacked bar charts to extract specific metrics and performing precise calculations to provide accurate business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",$6000,stacked_bar,medium,syn_stacked_0123__q3,"annotated stacked bars; procedural gen (seed=45, idx=23)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0123.png,synthetic,train,aggregation_sum_avg,true
What was the total revenue for SMB?,$4700,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled ""Revenue by Segment: Product Tier Breakdown"", calculate the total revenue for the SMB segment by summing the values of all product tiers (Basic, Standard, and Pro) within that category.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst experienced in interpreting financial dashboards. You possess a keen eye for detail in data visualization and are skilled at aggregating segmented data to provide accurate total figures for corporate reporting. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",$4700,stacked_bar,medium,syn_stacked_0136__q3,"annotated stacked bars; procedural gen (seed=45, idx=36)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0136.png,synthetic,train,aggregation_sum_avg,true
"Between 2024 and 2025, which had higher revenue for Government?",2025,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled '2024-2025 Revenue by Segment', compare the revenue figures for the 'Government' segment for the years 2024 and 2025. Identify which year had the higher revenue.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst experienced in data storytelling. You excel at interpreting visual charts and extracting quantitative insights to support corporate decision-making and financial reporting. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",2025,grouped_bar,medium,syn_grouped_0172__q3,"annotated grouped bars; procedural gen (seed=44, idx=72)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0172.png,synthetic,train,multi_series_compare,true
What was the total revenue for Consumer?,$5400,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled ""Revenue by Segment: Product Tier Breakdown"", calculate the total revenue for the ""Consumer"" segment by summing the values of its component tiers (Basic, Pro, and Premium).
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a business data analyst with expertise in interpreting financial charts and visualizations. You are skilled at extracting specific data points from stacked bar charts and performing basic aggregations to provide accurate business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",5400,stacked_bar,medium,syn_stacked_0187__q3,"annotated stacked bars; procedural gen (seed=45, idx=87)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0187.png,synthetic,train,aggregation_sum_avg,true
Was Email's share of spend larger than SEO's?,No,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled ""Marketing Spend by Channel"", determine whether the Email channel's share of spend was larger than the SEO channel's share. Please compare the percentage values for both channels to answer the question.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in marketing performance. You are an expert at interpreting visual data representations and extracting precise metrics from charts to provide accurate business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",No,pie,medium,syn_pie_0001__q3,annotated pie; slice labels show category + percentage,https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0001.png,synthetic,train,compare_categories,true
How many more units did SKU-207 sell than SKU-204?,800,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled 'Monthly Units Sold by SKU', calculate the difference in sales volume between SKU-207 and SKU-204. Specifically, determine how many more units SKU-207 sold compared to SKU-204.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data visualization. You are skilled at extracting quantitative insights from charts and performing comparative analysis to support operational decision-making. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",800,bar,medium,syn_bar_0141__q3,"annotated bars; procedural gen (seed=42, idx=41)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0141.png,synthetic,train,delta_absolute,true
Rank the top 3 regions by share of revenue.,"NA, EMEA, LATAM","Provide your response to the following prompt:

<prompt>
Based on the provided chart titled 'Regional Revenue Share', identify the top 3 regions with the highest revenue share percentages. Rank them in descending order (from highest to lowest) and list each region name alongside its corresponding percentage.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst experienced in data storytelling and financial reporting. You excel at interpreting visual data representations, such as pie charts, to extract actionable business insights. Your precision ensures accurate ranking and analysis of regional performance metrics. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","NA (27.4%), EMEA (25.9%), LATAM (24.4%)",pie,medium,syn_pie_0112__q4,"annotated pie; procedural gen (seed=46, idx=12)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0112.png,synthetic,train,rank_order,true
In which week were signups lowest?,W8,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled 'Weekly Signups — Q3', identify the week with the lowest number of signups. The chart displays data for weeks W1 through W8, with specific signup values labeled at each data point.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst experienced in interpreting business performance metrics. You possess a keen eye for reading charts and graphs to extract actionable insights, making you ideal for identifying trends and specific data points in weekly reports. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",W8,line,easy,syn_line_0139__q2,"annotated line; procedural gen (seed=43, idx=39, trend=down)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0139.png,synthetic,train,max_min,true
By how many units does Widget F exceed Widget A?,4100,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled 'Weekly Units Sold by Product', calculate the difference in sales volume between Widget F and Widget A. Specifically, determine by how many units the sales of Widget F exceed the sales of Widget A.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst with a keen eye for visual details. You are experienced in interpreting business charts and performing quick quantitative comparisons to extract actionable insights from sales data. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",4100,bar,medium,syn_bar_0212__q3,"annotated bars; procedural gen (seed=42, idx=112)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0212.png,synthetic,train,delta_absolute,true
Which quarter had the lowest total revenue?,Q2,"Provide your response to the following prompt:

<prompt>
Analyze the provided stacked bar chart titled 'Revenue by Quarter and Channel' to determine which quarter had the lowest total revenue. 

To ensure accuracy, please follow these steps:
1. Identify the four quarters displayed on the x-axis (Q1, Q2, Q3, Q4).
2. For each quarter, sum the revenue values from all three channels (Direct, Partner, and Marketplace) as labeled on the bars.
3. Compare the total sums to identify the minimum value.
4. State the specific quarter associated with that lowest total.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data visualization and financial reporting. You are skilled at interpreting stacked bar charts to extract key performance indicators and calculating totals from segmented data to provide accurate business insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Q2,stacked_bar,medium,syn_stacked_0146__q2,"annotated stacked bars; procedural gen (seed=45, idx=46)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_stacked_0146.png,synthetic,train,max_min,true
Was SEO's share of spend larger than Affiliate's?,No,"Provide your response to the following prompt:

<prompt>
Based on the provided pie chart titled 'Ad Spend by Channel', determine whether the percentage of ad spend allocated to SEO is larger than the percentage allocated to Affiliate. Please compare the values shown for each channel and provide a clear answer.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst specializing in marketing performance. You have extensive experience interpreting visual data representations like pie charts to extract business insights. You are ideally placed to answer because you can accurately compare numerical percentages within a visualization to provide a definitive answer. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",No,pie,medium,syn_pie_0130__q3,"annotated pie; procedural gen (seed=46, idx=30)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_pie_0130.png,synthetic,train,compare_categories,true
Was NA's revenue higher in H1 or H2?,H1,"Provide your response to the following prompt:

<prompt>
Based on the provided bar chart titled 'Revenue by Region: H1 vs H2', compare the revenue figures for the NA (North America) region. Specifically, determine whether the revenue was higher in H1 (First Half) or H2 (Second Half) by reading the values displayed on top of the respective bars.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data visualization. You are skilled at interpreting corporate financial charts to provide accurate, data-driven insights for stakeholders, ensuring precision when comparing metrics across different time periods and regions. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",H1,grouped_bar,medium,syn_grouped_0153__q3,"annotated grouped bars; procedural gen (seed=44, idx=53)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_grouped_0153.png,synthetic,train,multi_series_compare,true
"Together, would Healthcare and Media out-earn Tech?",Yes,"Provide your response to the following prompt:

<prompt>
Using the provided bar chart titled 'Q2 Revenue by Vertical', determine whether the combined revenue of the Healthcare and Media sectors exceeds the revenue of the Tech sector. Please show your calculation by summing the values for Healthcare and Media, then comparing that total to the Tech value.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a Business Intelligence Analyst with expertise in data visualization and financial reporting. You are skilled at interpreting bar charts and performing quick quantitative comparisons to derive business insights. Your approach is precise and data-driven, ensuring accurate calculations based on visual evidence. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Yes,bar,hard,syn_bar_0142__q5,"annotated bars; procedural gen (seed=42, idx=42)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_bar_0142.png,synthetic,train,hard_multi_step,true
Did revenue increase or decrease from Q1 to Q2?,Increased,"Provide your response to the following prompt:

<prompt>
Based on the provided chart titled ""FY25 Quarterly Revenue"", determine whether revenue increased or decreased from Q1 to Q2. Please cite the specific revenue figures for Q1 and Q2 shown in the chart to support your answer.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst with expertise in financial reporting. You are skilled at interpreting line charts and quantitative data to identify trends and variances. You provide precise, evidence-based answers by comparing specific data points within a visualization. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.","Increased, $16100 to $17800",line,easy,syn_line_0101__q3,"annotated line; procedural gen (seed=43, idx=1, trend=up)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0101.png,synthetic,train,trend_direction,true
Did revenue increase or decrease from Q1 to Q2?,Increased,"Provide your response to the following prompt:

<prompt>
Analyze the provided chart titled 'FY23 Quarterly Revenue' to determine the trend between the first two quarters. Specifically, compare the revenue values for Q1 and Q2 to state whether revenue increased or decreased.
</prompt>

Adhere to the following constraints in your response unless it contradicts a constraint that is already given in the prompt above:

# Constraints
The question you must answer is from a data-analysis-visualization domain. You are a data analyst with expertise in business intelligence. You excel at interpreting visual data representations and identifying trends in financial reports to provide clear, accurate insights. Do not make reference to your persona, job or expertise in the response, your background should only inform the quality of the response.. Respond in the language of the user's prompt unless requested otherwise. Ensure that the length of your response is minimal. Your response must be as short as possible (even if this would require sacrificing some stylistic qualities of your response) while correctly adhering to all of the given instructions.

# Important
In your response, do not explicitly reference or reveal to the user the domain, persona constraints stated here. Instead, just use these constraints to improve the quality of the response. Ensure that your response is in the same language of the user.",Increased,line,easy,syn_line_0137__q3,"annotated line; procedural gen (seed=43, idx=37, trend=flat)",https://huggingface.co/datasets/vinod-anbalagan/adaption-charts-p2-gold/resolve/main/images/syn_line_0137.png,synthetic,train,trend_direction,true
